date,oil_spot,oil_futures,oil_futures_rs,c0,c0_rs,c1,c1_rs,c2,c2_rs,c3,c3_rs,c4,c4_rs,c5,c5_rs,c6,c6_rs,c7,c7_rs,c8,c8_rs,c9,c9_rs
20040518,40.52,37.583,0,11.0085,0,10.3646,0,6.6549,0,71811,0,6850.5,0,37949.5,0,41065,0,81452.5,0,109206.1,0,13844.5,0
20040519,41.5,38.395,0,11.41,0,10.5809,0,6.8782,0,72566,0,6969.6,0,38746.5,0,40222,0,82737.5,0,108759.4,0,14413,0
20040520,40.92,38.059,0,11.3125,0,10.4796,0,6.7892,0,72986,0,6923.9,0,38419.5,0,39700,0,82935,0,109236.3,0,14553,0
20040521,39.97,37.446,0,11.636,0,10.2386,0,6.7886,0,72738,0,6972.5,0,38384,0,38768,0,83460,0,109003,0,14202.6,0
20040524,41.87,38.726,0,11.718,0,10.6009,0,7.077,0,72875,0,6966.1,0,38718.5,0,39658,0,83625,0,109133.1,0,14519,0
20040525,41.12,38.455,0,11.745,0,10.502,0,7.0711,0,72854,0,7068.7,0,38341,0,39355,0,82460,0,109284.1,0,14180.5,0
20040526,40.7,38.243,0,11.8,0,10.4471,0,7.0649,0,72983,0,7054.3,0,38816.5,0,39752,0,85595,3150,108298.3,-1484,14185,0
20040527,39.45,37.392,0,12.146,0,10.204,0,6.9492,0,73532,0,7163.3,0,39135,0,39765,0,87885,0,108837.3,0,13807.5,0
20040528,39.9,37.778,0,12.2795,0,10.2681,0,6.8533,0,73389,0,7121.6,0,39130,0,40495,0,88705,0,108396.9,0,14523,0
20040601,42.32,39.925,0,12.4525,0,10.827,0,7.0611,0,73095,0,7072.5,0,38711,0,39700,0,88100,0,108134.4,0,13493,-1700
20040602,39.95,38.305,0,12.115,0,10.4477,0,6.9518,0,73409,0,6942.7,0,38931.5,0,39835,0,89695,0,107893.7,0,12856.9,0
20040603,39.3,37.794,0,12.1005,0,10.2817,0,6.83,0,73430,0,6882.8,0,39181.5,0,39386,0,89947.5,0,108017.3,0,12418.7,0
20040604,38.5,37.22,0,11.955,0,10.1444,0,6.7394,0,73872,-140,6873.6,-73,39623,0,38889,0,90230,0,107607.4,0,11828.5,0
20040607,38.65,37.39,0,12.2985,0,10.198,0,6.6968,0,74098,0,6989.8,0,40205.5,0,39774,0,91080,0,107705.9,0,11981.5,0
20040608,38.25,36.453,0,12.0645,0,9.9627,0,6.6652,0,74070,0,6921.5,0,40233,0,39043,0,89190,0,107726.2,0,11690,0
20040609,37.55,36.747,0,11.425,0,10.127,0,6.6154,0,73543,0,6825.8,0,40009.5,0,39371,0,89205,0,107421.6,0,11661,0
20040610,38.45,37.466,0,11.4685,0,10.362,0,6.6928,0,73387,0,6904.9,0,40179,0,39085,0,87515,0,107603.1,0,11867,0
20040614,37.57,36.926,0,11.2835,0,10.153,0,6.7752,0,72712,0,6801.5,0,39487,0,39773,0,86050,0,107062.6,0,11534.5,0
20040615,37.17,36.71,0,11.67,0,10.1068,0,6.8343,0,72850,0,6912.1,0,39859.5,0,39209,0,85195,0,108392.5,0,11530.8,0
20040616,37.32,36.764,0,11.5445,0,10.196,0,6.954,0,72568,0,6810,0,40005.5,0,38289,0,85725,0,108212.4,0,11468,0
20040617,38.47,37.709,0,11.697,0,10.574,0,7.0307,0,72686,0,6781.9,0,39880,0,37833,0,86735,0,108446.5,0,11846,0
20040618,38.75,37.93,0,11.665,0,10.5584,0,7.0045,0,73187,0,6832.5,0,40191,225,37986,0,87085,0,108387.2,0,11952.5,0
20040621,37.62,37.078,0,11.7145,0,10.288,0,6.867,0,73133,0,6842.9,0,40126.5,0,38118,0,87372.5,0,108555.8,0,11663.9,0
20040622,38.12,37.341,0,11.4095,0,10.4744,0,6.9303,0,73544,0,6809.4,0,39516.5,0,37841,0,87205,0,108436.4,0,11949.5,0
20040623,37.67,36.909,0,11.645,0,10.3715,0,6.9358,0,73393,0,6815.6,0,39656,0,37962,0,88865,0,108528.2,0,12025,0
20040624,37.75,37.198,0,11.862,0,10.5147,0,6.997,0,74251,0,6936.5,0,40302.5,0,38056,0,89920,0,108965.3,0,12186,0
20040625,37.45,36.876,0,11.766,0,10.4408,0,6.8876,0,74015,0,6936.5,0,40318,0,38262,0,89355,0,108988.7,0,12028.5,0
20040628,36.22,35.959,0,11.7585,0,10.1538,0,6.7206,0,74277,0,6947.8,0,40835.5,0,35763,-2500,86485,0,108342.5,0,11509.5,0
20040629,35.67,35.429,0,11.479,0,10.0475,0,6.6544,0,74278,0,6846.8,0,40938.5,0,36061,0,87770,0,108604.7,0,11288,0
20040630,37.05,36.544,0,11.755,0,10.4167,0,6.6738,0,74867,0,6908.6,0,40776,0,36002,0,85540,0,109252.7,0,11570,0
20040701,38.72,37.895,0,11.871,0,10.9695,0,6.7291,0,75050,0,6999.7,0,40622,0,36451,0,85085,0,109647,0,12188.5,70
20040702,38.37,37.713,0,11.89,0,10.9442,0,6.6937,0,75426,0,7077.3,0,40248,0,36392,0,85445,0,110432.6,0,12411.5,0
20040706,39.65,38.804,0,11.92,0,11.1483,0,6.9293,0,75401,0,7093.8,0,39714,0,36671,0,87685,0,110408.1,0,12688.1,0
20040707,39.07,38.288,0,12.25,0,11.0494,0,6.9069,0,75572,0,7181,0,39502,0,36865,0,86570,0,110423.9,0,12718,0
20040708,40.32,39.199,0,12.21,0,11.2494,0,6.7901,0,75851,0,7148.7,0,39482,0,37437,0,84740,0,110465.3,0,13232.3,0
20040709,39.97,38.816,0,12.452,0,11.1053,0,6.7756,0,75694,0,7178.7,0,39369,0,37574,0,84225,0,110581.5,0,13190,0
20040712,39.5,38.472,0,12.4295,0,10.92,0,6.5883,0,75760,0,7228.6,0,39047,0,37394,0,83705,0,110701.5,0,13023,0
20040713,39.42,38.322,0,12.41,0,10.9097,0,6.5919,0,75829,0,7213.2,0,39163.5,0,38283,0,83900,0,110420.4,0,12882.8,0
20040714,40.97,39.524,0,12.3875,0,11.1959,0,6.6558,0,75615,0,7198.6,0,39102,0,38948,0,84300,0,110420.1,0,13129,0
20040715,40.77,39.49,0,12.465,0,11.2653,0,6.5882,0,75409,0,7178.6,0,38711.5,0,39157,0,82840,0,110394.1,0,13211.5,0
20040716,41.02,39.909,0,12.6525,0,11.263,0,6.618,0,76237,0,7269.9,0,38585.5,0,40075,0,83095,0,111248.7,0,13048,0
20040719,41.64,39.932,0,12.645,0,11.3418,0,6.5672,0,76316,0,7276.2,0,38348,0,41086,0,83027.5,0,111310.5,0,12916.2,0
20040720,40.86,39.126,0,12.502,0,11.1187,0,6.5846,0,76083,0,7237.3,0,38436,0,40896,0,83205,0,110624.6,0,12506.5,0
20040721,40.83,39.269,0,12.424,0,11.1408,0,6.6499,0,75506,0,7100.1,0,38857.5,0,41410,0,85020,0,110353.4,0,12433,0
20040722,41.46,39.96,0,12.5355,0,11.4488,0,6.7941,0,75813,0,7110.5,0,38174.5,0,42090,0,87815,0,110501.6,0,12547,0
20040723,41.53,40.425,0,12.213,0,11.6102,0,6.8173,0,75614,0,7056,0,38111,0,41911,0,86945,0,110713.7,0,12755.5,0
20040726,41.44,40.173,0,12.1725,0,11.4831,0,6.6636,0,75141,0,7056.7,0,37666,0,41952,0,87635,0,110517.2,0,12494.5,0
20040727,41.84,40.409,0,11.918,0,11.5584,0,6.6732,0,74958,0,6963.3,0,38132.5,0,42335,0,90967.5,2950,109718.5,0,12450,0
20040728,42.9,41.281,0,12.342,0,11.7729,0,6.7596,0,75152,0,6957,0,38220,0,43160,0,90450,0,109796.8,0,12902.5,0
20040729,42.75,41.158,0,12.585,0,11.7207,0,6.8224,0,75285,0,6937,0,38947.5,0,43094,0,89485,0,109934.6,0,12773.7,0
20040730,43.8,41.956,0,12.7355,0,11.9207,0,6.8449,0,75123,0,6984.4,0,39099,0,42300,0,88780,0,110635.8,0,12989,0
20040802,43.82,38.301,-3.79,11.07,-1.5555,10.517,-1.3977,6.5079,-0.3226,75088,0,7005.4,0,38739.5,0,41337,0,88470,0,110906.6,0,12884,40
20040803,44.15,38.76,0,11.1105,0,10.609,0,6.5787,0,75822,0,7024,0,38859,0,41795,0,86530,0,111042.1,0,12873,0
20040804,42.82,37.798,0,11.11,0,10.4571,0,6.5675,0,75992,0,7011.5,0,38349.5,0,42785,0,87310,0,111012.5,0,12134,0
20040805,44.4,38.612,0,11.03,0,10.6773,0,6.573,0,75842,0,7011.8,0,38410,0,43140,0,87445,0,111220,0,12441.1,0
20040806,43.95,38.454,0,11.15,0,10.603,0,6.5755,0,76118,0,7109.9,0,37476,0,42850,0,87450,0,112609,0,12358.1,0
20040809,44.85,39,0,10.925,0,10.726,0,6.5565,0,75906,0,7143.2,0,37060,0,42300,0,88810,0,112490.3,0,12434,0
20040810,44.55,38.622,0,11.035,0,10.6593,0,6.5467,0,75770,0,7083,0,37253.5,0,41453,0,88845,0,112156.3,0,12373.5,0
20040811,44.8,38.904,0,11.095,0,10.7287,0,6.4991,0,75451,0,7114.1,0,36910,0,40858,0,87390,0,112235.9,0,12588.5,0
20040812,45.5,39.439,0,11.066,0,10.861,0,6.4838,0,75102,0,7127.2,0,36698,0,40461,0,87530,0,112420.8,0,12945,0
20040813,46.6,40.378,0,11.435,0,10.997,0,6.4682,0,76283,0,7147,0,36568,0,40686,0,89700,0,112747.2,0,13410,0
20040816,46.05,40.291,0,11.403,0,11.031,0,6.4304,0,76492,0,7168.8,0,36984.5,0,41660,0,89340,0,112520.6,0,13060.4,0
20040817,46.75,40.485,0,11.3485,0,11.091,0,6.4193,0,76551,0,7133.4,0,37105,0,42690,0,89050,0,112889.5,0,13060,0
20040818,47.28,40.558,0,11.17,0,11.139,0,6.4209,0,76545,0,7135.9,0,37304.5,0,44120,0,88575,0,112803.5,0,12988.1,0
20040819,48.75,41.401,0,11.36,0,11.395,0,6.471,0,77034,0,7230.6,0,37270.5,0,44340,0,86615,0,112862.5,0,13226,0
20040820,47.86,40.796,0,11.131,0,11.152,0,6.5209,0,77055,0,7212.3,0,37207,0,45086,0,86275,0,112721.8,0,12721,0
20040823,42.03,40.367,0,10.929,0,11.078,0,6.505,0,76478,0,7125.7,0,37742.5,0,45030,0,85882.5,0,112398.8,0,12587.5,0
20040824,46.7,39.766,0,10.95,0,10.996,0,6.5133,0,76504,0,7025.7,0,37741,0,44132,0,83900,0,112407.9,0,12591.5,0
20040825,43.52,38.563,0,10.932,0,10.58,0,6.4983,0,76553,0,7056.6,0,37949.5,0,43641,0,83615,0,112510.7,0,12015.5,0
20040826,43.1,38.17,0,11.0135,0,10.5842,0,6.4798,0,76411,0,7026.2,0,38375,0,43494,0,83100,0,112767.3,0,11526,0
20040827,43.18,38.571,0,11.09,0,10.5879,0,6.5204,0,76150,0,7027.1,0,38562.5,0,43504,0,82915,0,111619,-1188,11765.5,0
20040830,42.28,38.026,0,11.135,0,10.3886,0,6.5038,0,75807,0,6975.9,0,38376,0,43290,0,84295,0,111867.5,0,11483.5,0
20040831,42.12,38.089,0,11.188,0,10.425,0,6.4288,0,76136,0,7020.5,0,37907,0,43980,0,84640,0,112289,0,11341,0
20040901,44,39.29,0,11.2,0,10.8455,0,6.4519,0,76535,0,7030.7,0,38232,0,44566,0,83080,0,112455.1,0,11846,90
20040902,44.06,39.458,0,10.93,0,10.857,0,6.4329,0,76903,0,6946.8,0,38353,0,45445,0,82835,0,112026.2,0,11945.2,0
20040903,43.99,39.353,0,10.935,0,10.814,0,6.4372,0,76982,0,6903.4,0,38680.5,0,44795,0,82735,0,111351.9,0,12019,0
20040907,43.31,39.029,0,11.1525,0,10.725,0,6.473,0,77539,-130,6872.8,-55,38895.5,0,39205,-5000,82420,0,111554.6,0,11808.8,0
20040908,42.77,38.666,0,11.065,0,10.656,0,6.4525,0,77392,0,6892.8,0,38838.5,0,38390,0,82945,0,112195.1,0,11816.5,0
20040909,44.61,39.55,0,11.145,0,11.025,0,6.5303,0,77573,0,6815.8,0,38520,0,38715,0,82635,0,112136.2,0,12198.5,0
20040910,42.81,38.283,0,11.273,0,10.494,0,6.5356,0,77413,0,6896.2,0,38854.5,0,38237,0,84960,0,112293.9,0,11714.5,0
20040913,43.87,38.857,0,11.3,0,10.777,0,6.557,0,76862,0,6894.4,0,39496,0,38496,0,85000,0,112462.2,0,12020,0
20040914,44.39,39.151,0,11.285,0,10.8525,0,6.495,0,77179,0,6955.3,0,39504,0,37571,0,88570,3400,112628.1,0,12384,0
20040915,43.58,38.605,0,11.195,0,10.667,0,6.4242,0,76984,0,6890.8,0,39428.5,0,36636,0,88820,0,112370.5,0,12172.5,0
20040916,43.9,38.893,0,11.375,0,10.881,0,6.4142,0,77333,0,6926.6,0,39663,0,36310,0,89385,0,112990.2,0,12234,0
20040917,45.59,39.488,0,11.47,0,11.026,0,6.4645,0,76952,0,6923.9,0,40029,210,35389,0,88645,0,112739.5,0,12651.5,0
20040920,46.35,39.731,0,11.5405,0,11.094,0,6.4278,0,77095,0,6946.3,0,39987,0,35015,0,88765,0,113183,0,12753,0
20040921,47.1,40.103,0,11.5685,0,11.23,0,6.5903,0,77519,0,6976.2,0,40105,0,34815,0,88455,0,113263.8,0,12895,0
20040922,48.55,40.906,0,11.7395,0,11.4459,0,6.5583,0,77751,0,7008.3,0,39662.5,0,35248,0,87715,0,113554.6,0,13387.5,0
20040923,48.36,41.052,0,11.602,0,11.482,0,6.6067,0,78000,0,7089.6,0,39282,0,35020,0,87447.5,0,113270,0,13416.5,0
20040924,48.8,41.392,0,11.645,0,11.566,0,6.6252,0,78294,0,7087.1,0,39307,0,33949,0,86995,0,113215.5,0,13480,0
20040927,49.64,42.052,0,11.687,0,11.699,0,6.63,0,78441,0,7074.2,0,38977,0,33782,0,86437.5,0,113416.1,0,13488.8,0
20040928,49.9,42.237,0,11.6705,0,11.789,0,6.7956,0,78547,0,7122.4,0,38963.5,0,33821,0,86672.5,0,113398.4,0,13572,0
20040929,49.5,42.319,0,11.682,0,11.766,0,6.9234,0,78553,0,7116.2,0,39429.5,0,32956,0,87732.5,0,112831.4,0,13378,0
20040930,49.64,42.413,0,11.574,0,11.776,0,6.909,0,79172,0,7223,0,39164.5,0,33715,0,87275,0,112654.7,0,13375,0
20041001,50.12,42.86,0,11.581,0,11.876,0,6.8662,0,79130,0,7209.3,0,40030,0,33280,0,88135,0,112171.6,0,13484.8,-80
20041004,49.9,42.794,0,11.5885,0,11.835,0,6.9104,0,78552,0,7180.3,0,40504,0,33342,0,88320,0,112236.3,0,13371.9,0
20041005,51.09,43.539,0,11.595,0,12.0081,0,7.0681,0,79180,0,7200.7,0,40609,0,32804,0,88770,0,112320.2,0,13676,0
20041006,51.97,44.097,0,11.691,0,12.173,0,7.1271,0,79272,0,7190.4,0,40683,0,33045,0,88815,0,111988.9,0,13846.6,0
20041007,52.67,44.698,0,11.6915,0,12.3134,0,7.2855,0,79305,0,7234.4,0,40567,0,32507,0,88315,0,111799.8,0,14024.8,0
20041008,53.31,45.506,0,11.7055,0,12.5473,0,7.2802,0,79746,0,7306.2,0,40327.5,0,31489,0,88535,0,112475.1,0,14094,0
20041012,52.51,45.517,0,11.69,0,12.5257,0,7.3201,0,79489,0,7265.6,0,39782,0,30902,0,88760,0,112834.3,0,13807,0
20041013,53.64,46.026,0,10.822,0,12.79,0,7.2701,0,79374,0,7216.3,0,39909.5,0,30325,0,88335,0,113034.3,0,14015,0
20041014,54.76,46.531,0,10.769,0,12.895,0,7.2787,0,79651,0,7261.2,0,39547.5,0,30071,0,88152.5,0,113506,0,14174.9,0
20041015,54.93,46.578,0,11.1385,0,12.802,0,7.238,0,79759,0,7269.3,0,39357,0,30925,0,88645,0,113253.3,0,14121.1,0
20041018,53.66,46.104,0,11.037,0,12.545,0,7.2851,0,79540,0,7223.8,0,39278.5,0,30510,0,89055,0,113242.2,0,13554,0
20041019,53.28,46.017,0,11.205,0,12.6972,0,7.3867,0,79451,0,7233.3,0,39741,0,29500,0,89050,0,113253.5,0,13535.9,0
20041020,54.91,47.227,0,11.2435,0,13.103,0,7.5397,0,80209,0,7307,0,39286,0,30305,0,87185,0,113617.2,0,13991.8,0
20041021,54.46,47.333,0,11.2855,0,13.144,0,7.6217,0,80370,0,7349,0,39466,0,29805,0,87075,0,113588.6,0,14120,0
20041022,55.16,47.554,0,11.2935,0,13.2819,0,7.738,0,80875,0,7359.3,0,39453,0,29168,0,87992.5,0,113684.6,0,14333,0
20041025,55.54,47.376,0,11.1785,0,13.2344,0,7.6863,0,81837,0,7431.9,0,38673,0,29625,0,87290,0,113918.5,0,14019.6,0
20041026,55.17,48.089,0,11.205,0,13.4185,0,7.9305,0,81536,0,7424.9,0,38757,0,30280,0,87152.5,0,113807.9,0,14109.5,0
20041027,52.46,46.959,0,11.2825,0,13.0823,0,7.8965,0,81492,0,7420.1,0,39319.5,0,30825,0,86657.5,0,113167.4,0,13473.5,0
20041028,50.92,45.88,0,11.061,0,12.8452,0,7.8323,0,81596,0,7417.9,0,39798,0,31346,650,86235,0,113170.8,0,12978.8,0
20041029,51.76,46.594,0,11.5135,0,12.9994,0,7.8082,0,81929,0,7450.2,0,39758,0,31672,0,84717.5,0,113524.6,0,13282.5,0
20041101,50.13,45.586,0,11.3425,0,12.6154,0,7.8729,0,81822,0,7437.2,0,40207.5,0,31162,0,83922.5,0,113154.7,0,12977.5,-45
20041102,49.62,45.09,0,11.5675,0,12.5782,0,7.8136,0,81490,0,7422.3,0,40498.5,0,30981,0,83765,0,113221.5,0,12866,0
20041103,50.88,45.882,0,11.6815,0,12.757,0,7.8675,0,82592,0,7531,0,40535,0,30595,0,84005,0,113245.4,0,13248.2,0
20041104,48.82,44.649,0,11.7995,0,12.3932,0,7.7968,0,82792,0,7547.8,0,40482,0,30065,0,82955,0,113275.3,0,12835.2,0
20041105,49.61,45.378,0,11.7925,0,12.526,0,7.6411,0,83266,0,7593.4,0,40693.5,0,30242,0,82535,0,112501.7,0,12870.3,0
20041108,49.08,45.153,0,11.791,0,12.4662,0,7.4918,0,83761,0,7549.4,0,40771,0,30875,0,82992.5,0,112270.6,0,12729.5,0
20041109,47.37,44.137,0,11.8935,0,12.2298,0,7.3727,0,83385,0,7578.3,0,40755.5,0,31306,0,82550,0,112287.3,0,12378.4,0
20041110,48.86,44.941,0,11.75,0,12.4772,0,7.4699,0,83651,0,7573.8,0,40968.5,0,31670,0,83585,0,112014.1,0,12815,0
20041112,47.32,43.873,0,11.892,0,12.2467,0,7.2994,0,83816,0,7675.7,0,41534,0,31989,0,87640,3000,112370.3,0,12552,0
20041115,46.87,43.65,0,11.81,0,12.1107,0,7.3268,0,83268,0,7715.5,0,41495,0,32840,0,88260,0,112461.2,0,12397.5,0
20041116,46.11,43.067,0,11.6275,0,11.9678,0,7.2613,0,83696,0,7707.5,0,41273,0,33195,0,87955,0,112337,0,12236,0
20041117,46.84,43.696,0,11.895,0,12.2021,0,7.2131,0,83718,0,7803.9,0,41849.5,0,33860,0,88770,0,112729.8,0,12522.5,0
20041118,46.22,43.034,0,12.046,0,12.175,0,7.1403,0,82975,0,7773.4,0,41836,0,33455,0,86105,0,112893.5,0,12386,0
20041119,48.44,44.595,0,12.0745,0,12.505,0,7.2559,0,83669,0,7830.1,0,41490,0,33990,0,86095,0,112359.5,0,13028,0
20041122,48.49,44.665,0,12.0605,0,12.443,0,7.2117,0,84246,0,7811.5,0,41250.5,0,33361,0,85930,0,112431.7,0,12915,0
20041123,48.74,45.206,0,12.1705,0,12.529,0,7.2604,0,84251,0,7848.6,0,41233,0,32791,0,87615,0,112315.5,0,13046,0
20041124,49.26,45.4,0,12.1935,0,12.637,0,7.6021,0,84686,0,7865.3,0,41340,0,32902,0,89800,0,112260.9,0,12998.5,0
20041129,49.76,45.934,0,12.267,0,12.724,0,7.3843,0,84367,0,7837.2,0,41591.5,0,33950,0,90130,0,110851.3,-625,13018.5,0
20041130,49.13,45.933,0,12.21,0,12.618,0,7.3245,0,84284,0,7723.3,0,41347,0,33893,0,89650,0,110770.6,0,12818,0
20041201,45.49,43.573,0,12.267,0,12.1109,0,7.2059,0,84408,0,7745.5,0,41791.5,0,34630,0,88940,0,110682.6,0,12105.5,40
20041202,43.25,41.911,0,12.14,0,11.5885,0,6.9639,0,83917,0,7756.3,0,42188,0,34702,0,88090,0,110529.5,0,11462.5,0
20041203,42.54,41.256,0,12.0845,0,11.4271,0,6.8854,0,83690,-40,7745.3,-51,42124.5,0,34820,0,87670,0,111426.9,0,11331.5,0
20041206,42.98,41.678,0,12.1305,0,11.5467,0,6.9439,0,83193,0,7685.7,0,41988.5,0,33921,0,87865,0,111662.3,0,11336.4,0
20041207,41.46,40.68,0,11.956,0,11.3938,0,6.8978,0,82874,0,7691.2,0,42119.5,0,33095,0,87270,0,111668.9,0,10862.6,0
20041208,41.94,40.952,0,11.8295,0,11.5046,0,6.932,0,81970,0,7506.2,0,42011,0,32610,0,88025,0,112351.7,0,10835,0
20041209,42.53,41.498,0,11.8665,0,11.6377,0,7.0621,0,81770,0,7505.7,0,41561,0,32130,0,86860,0,112245,0,11090.5,0
20041210,40.71,40.486,0,11.9595,0,11.2664,0,7.0684,0,81523,0,7451.8,0,41783.5,0,32696,0,86675,0,112389.1,0,10850.5,0
20041213,41.01,40.784,0,12.1985,0,11.4381,0,7.209,0,81473,0,7535.7,0,42135,0,33142,0,87395,0,112448.9,0,10984,0
20041214,41.82,41.036,0,12.218,0,11.561,0,7.2676,0,80985,0,7512.6,0,42349,0,33176,0,86755,0,112537,0,11119,0
20041215,44.19,42.58,0,12.419,0,11.9964,0,7.2794,0,81484,0,7580.3,0,42160.5,0,33016,0,87980,0,112865.6,0,11575,0
20041216,44.18,42.44,0,12.4615,0,11.8689,0,7.2136,0,81002,0,7509,0,42347,0,32484,0,87885,0,112267.1,0,11406,0
20041217,46.28,43.808,0,12.5405,0,12.2734,0,7.398,0,81404,0,7576.8,0,42148.5,250,31994,0,89762.5,0,112034.7,0,11862.4,0
20041220,45.64,43.201,0,12.6595,0,12.116,0,7.2035,0,81318,0,7582.2,0,42298.5,0,32716,0,89730,0,112025.3,0,11531.1,0
20041221,45.55,43.069,0,12.6055,0,12.1153,0,7.1501,0,81281,0,7603.7,0,42335.5,0,33715,0,90990,0,112214.3,0,11644,0
20041222,44.05,42.12,0,12.4605,0,11.8528,0,7.115,0,80713,0,7599.3,0,42617.5,0,34284,0,91285,0,112038.8,0,11500.4,0
20041223,43.99,41.957,0,12.55,0,11.7586,0,7.0893,0,81079,0,7615.2,0,42704.5,0,34474,0,91640,0,111990.3,0,11334.5,0
20041227,41.33,40.124,0,12.699,0,11.1813,0,6.9275,0,81907,0,7727.1,0,42662,0,35393,0,91730,0,111547.2,0,10406,0
20041228,41.78,40.463,0,12.8405,0,11.3142,0,6.9665,0,82166,0,7748.9,0,42836.5,0,35584,0,90697.5,0,111490.6,0,10454.8,0
20041229,43.65,41.817,0,12.7235,0,11.6807,0,6.9938,0,82303,0,7689.9,0,42730,0,35416,0,88770,0,111287.8,0,10799.5,0
20041230,43.46,41.649,0,12.93,0,11.6022,0,6.887,0,82997,0,7754.2,0,42728.5,0,35618,0,87875,0,111645.8,0,10972.5,0
20050103,42.13,40.892,0,13.109,0,11.407,0,6.65,0,82819,0,7749.3,0,43038,0,36740,0,88290,0,111854.7,0,11268,260
20050104,43.91,42.08,0,12.094,0,11.7464,0,6.7042,0,81800,0,7613,0,43070.5,0,36149,0,90330,0,111456,0,11679,0
20050105,43.39,41.634,0,12.2625,0,11.6527,0,6.7048,0,81525,0,7612.5,0,42776.5,0,35918,0,89515,0,111376.9,0,11683,0
20050106,45.56,43.03,0,12.272,0,11.9892,0,6.862,0,80943,0,7568.8,0,43107.5,0,35468,0,88445,0,111471.5,0,12181.9,0
20050107,45.43,42.909,0,12.2415,0,11.9253,0,6.852,0,81138,0,7531.4,0,43287,0,36044,0,88890,0,111379.3,0,12136,0
20050110,45.33,42.767,0,12.23,0,11.8566,0,7.0059,0,81825,0,7547.4,0,43267.5,0,35504,-460,90400,0,111406,0,12081,0
20050111,45.68,42.998,0,12.5015,0,12.0109,0,6.916,0,82117,0,7583.2,0,42807,0,35413,0,91700,0,111565.8,0,12098.4,0
20050112,46.37,43.485,0,12.57,0,12.1728,0,6.812,0,83201,0,7636.6,0,42280.5,0,34805,0,92035,0,111628.5,0,12192.5,0
20050113,48.05,44.745,0,12.395,0,12.4191,0,7.0988,0,83158,0,7629,0,42308.5,0,34671,0,91180,0,111962.5,0,12526,0
20050114,48.38,45.215,0,12.595,0,12.5183,0,7.0251,0,82303,0,7557.1,0,42422,0,35129,0,91330,0,111849.9,0,12756,0
20050118,48.38,45.568,0,12.69,0,12.5617,0,6.8975,0,81801,0,7529.9,0,42646,0,36093,0,91175,0,111906.4,0,12667.9,0
20050119,47.55,45.103,0,12.721,0,12.5582,0,6.9777,0,81495,0,7566.3,0,42639.5,0,37170,0,89455,0,111952,0,12606.1,0
20050120,46.91,44.767,0,12.7445,0,12.4774,0,6.9855,0,81037,0,7567.4,0,42323,0,37225,0,87870,-1350,112056.1,0,12576.6,0
20050121,48.28,45.902,0,12.9035,0,12.8205,0,6.9637,0,81809,0,7660.5,0,42277,0,37753,0,87930,0,112282.4,0,12968.5,0
20050124,48.61,46.278,0,12.8965,0,12.9405,0,7.1129,0,81715,0,7674.8,0,42102,0,37540,0,86962.5,0,112342.4,0,13007.9,0
20050125,49.44,47.082,0,12.9575,0,13.153,0,7.0975,0,80902,0,7619.2,0,42461,0,37594,0,87495,0,111985.8,0,13398.5,0
20050126,48.78,46.682,0,12.9875,0,13.0226,0,7.1235,0,80994,0,7706.8,0,42272.5,0,36852,0,87290,0,111860.6,0,13551.5,0
20050127,48.84,46.661,0,12.969,0,13.1032,0,7.103,0,80709,0,7735.9,0,42300,0,37756,0,87595,0,111755,0,13575.5,0
20050128,47.18,45.61,0,13.0225,0,12.6818,0,7.0489,0,80601,0,7720.7,0,42112,0,38756,0,87715,0,112210.9,0,13120.4,0
20050131,48.2,46.247,0,12.9995,0,12.9569,0,7.1367,0,80585,0,7727,0,42633.5,0,38437,0,88275,0,112245.6,0,13161,0
20050201,47.12,46.031,0,12.886,0,12.769,0,7.156,0,80810,0,7725.3,0,42872,0,39347,0,88450,0,112293.9,0,13181.5,270
20050202,46.69,45.649,0,12.718,0,12.692,0,7.2098,0,80819,0,7758.8,0,43080,0,39481,0,88290,0,112250,0,12948,0
20050203,46.45,45.522,0,12.69,0,12.5976,0,7.073,0,80558,0,7680.5,0,42910,0,40440,0,88245,0,112023.8,0,12695.5,0
20050204,46.48,45.597,0,12.6315,0,12.559,0,7.0214,0,80105,0,7681.7,0,43426,0,40780,0,88225,0,112611,0,12607.2,0
20050207,45.28,44.974,0,12.7905,0,12.4115,0,6.9428,0,79642,0,7677,0,43765.5,0,40134,0,88655,0,112750.3,0,12169,0
20050208,45.4,45.051,0,12.824,0,12.5103,0,7.0754,0,80075,0,7648.3,0,43811.5,0,41049,0,88847.5,0,112812.4,0,12136.5,0
20050209,45.46,44.998,0,12.8115,0,12.549,0,7.072,0,79999,0,7675.4,0,43659,0,40599,0,88215,0,113323.4,0,12349.5,0
20050210,47.1,45.968,0,13.1145,0,12.8261,0,7.0861,0,80516,0,7810.8,0,43565.5,0,40630,0,86890,0,112857.4,0,12885,0
20050211,47.16,45.871,0,13.1085,0,12.7861,0,7.0657,0,80767,0,7842.1,0,43942.5,0,39588,0,86775,0,112595.2,0,12789.5,0
20050214,47.44,46.08,0,13.182,0,12.745,0,7.0705,0,81033,0,7864.9,0,43931,0,38593,0,86950,0,112684.3,0,12798,0
20050215,47.26,45.907,0,13.379,0,12.8165,0,7.1374,0,81200,0,7855.4,0,44096,0,38553,0,86995,0,112562.6,0,12588.5,0
